,month,mkt,smb,vmg
0,2000-07,-0.005824,,
1,2000-08,0.022394,,
2,2000-09,-0.090262,,
3,2000-10,-0.004713,,
4,2000-11,0.013715,,
5,2000-12,-0.024817,,
6,2001-02,-0.07750199999999999,,
7,2001-03,0.058826,,
8,2001-04,-0.005516999999999999,,
9,2001-05,0.034667,,
10,2001-06,-0.057236,,
11,2001-07,-0.19667300000000001,,
12,2001-08,-0.062015,,
13,2001-09,0.06926600000000001,,
14,2001-10,0.052128,,
15,2001-11,0.017085,,
16,2001-12,-0.09810499999999998,,
17,2002-01,-0.250923,,
18,2002-03,0.07192000000000001,,
19,2002-04,0.233829,,
20,2002-05,-0.168212,,
21,2002-06,0.280501,,
22,2002-07,-0.10119662833269966,,
23,2002-08,-0.010955046133590031,,
24,2002-09,-0.08460773091540161,,
25,2002-10,-0.06099788418656819,,
26,2002-11,0.050745937660603896,,
27,2002-12,-0.0977463488322663,,
28,2003-01,0.14990704081339443,,
29,2003-02,0.022343509294402816,,
30,2003-03,-0.014717800464132829,,
31,2003-04,-0.02575749546966038,,
32,2003-05,0.09196628524906991,,
33,2003-06,-0.02221486790526919,,
34,2003-07,0.06369889639059842,,-0.029883000000000007
35,2003-08,-0.07397635175383052,,0.006371999999999996
36,2003-09,-0.032069148716553385,,
37,2003-10,0.0023160031511370383,,
38,2003-11,0.05686325692649763,,
39,2003-12,0.1466623635682865,,
40,2004-02,0.06613182881380393,,
41,2004-03,0.03520477098938439,,
42,2004-04,-0.09580366314960362,,
43,2004-05,0.0393867520404587,,
44,2004-06,-0.09562235046189736,,
45,2004-07,0.04000627515025484,,
46,2004-08,-0.04810077034036272,,
47,2004-09,0.0593544722607666,,
48,2004-10,-0.026063231900001985,,
49,2004-11,0.02549194765041248,,
50,2004-12,-0.04507866761810651,,
51,2005-01,-0.0482524048426559,,
52,2005-03,-0.03021367717029744,,
53,2005-04,0.008896893396949056,,
54,2005-05,-0.1058918194184036,,
55,2005-06,0.03855897490278578,,
56,2005-07,-0.010159973193068333,,
57,2005-08,0.0906343816347556,,
58,2005-09,0.005599135120106968,,
59,2005-10,-0.07295391150016164,,
60,2005-11,-0.04437771993354632,,
61,2005-12,0.07520021603453675,,
62,2006-01,0.16115576756626177,,
63,2006-02,0.022992576634942582,,
64,2006-03,-0.009223479632375306,,
65,2006-04,0.14127307268024214,,
66,2006-05,0.07077485333353904,0.22282458829593615,-0.13168491145262842
67,2006-06,0.049521602585416526,,
68,2006-07,-0.055386983727310025,,
69,2006-08,0.11682778828829511,,
70,2006-09,0.12221625740446856,,
71,2006-10,0.041282414796472364,,
72,2006-11,0.22701337333443714,,
73,2006-12,0.20292729021578873,-0.1952413297487658,-0.054009652414614626
74,2007-01,0.16699177205475227,0.049390561568855545,-0.18082110552517847
75,2007-02,0.08340430532541909,0.12812869139705538,-0.06656899452802324
76,2007-03,0.12726966370817547,0.04464247391289096,-0.0545882729225307
77,2007-04,0.28311202567837584,0.01189343634716905,-0.1685490860446487
78,2007-05,0.11654243371847263,-0.061531906341296475,-0.09632642675880382
79,2007-06,-0.06383655981734711,-0.09655698021183418,0.007301450020825037
80,2007-07,0.1891016411573241,0.02408673243116738,-0.05020293907287102
81,2007-08,0.1684145498515372,-0.07893831430632342,-0.034630433149444945
82,2007-09,0.08846397132597025,-0.062435007212030914,-0.05071292503170537
83,2007-10,0.07781606374043391,-0.21467738949992626,0.05976517641987193
84,2007-11,-0.14536809768449324,0.07272190054746089,-0.018547396774877253
85,2007-12,0.13172988823705326,0.05450397735432039,-0.09819704005568242
86,2008-01,-0.13989616691717754,0.06608411477816178,-0.07719373904585312
87,2008-02,0.027928133016872997,0.06647871392359599,-0.028674841868944437
88,2008-03,-0.1646270661245816,-0.04322214965951715,-0.004573508424174866
89,2008-04,0.07626552191643922,-0.09842637499160316,0.10274943946537693
90,2008-05,-0.06172138475953393,-0.00604394201863467,-0.10334509803574178
91,2008-06,-0.2011687283788817,-0.05792137993500823,-0.0349223806925531
92,2008-07,0.024522314869447715,0.06931838703416825,-0.01926782226647439
93,2008-08,-0.13712991874343694,-0.1135653509065898,0.021322652341590753
94,2008-09,-0.03471082888085902,-0.05363590082383599,-0.08516937275380257
95,2008-10,-0.24117352134776313,-0.034495207549897294,-0.05219137937638313
96,2008-11,0.11174000297323906,0.07156034367215364,-0.09092163487900881
97,2008-12,-0.006852220268489544,0.08632111872316817,-0.0223130603746692
98,2009-01,0.1043938702996081,0.08483218815654622,0.030981842320239178
99,2009-02,0.05991468187005894,0.012156439721214968,-0.07557584377691351
100,2009-03,0.16014279930863512,0.03652137118521112,-0.08117409873364514
101,2009-04,0.054573548481948626,0.03359422652703122,0.04872995250723818
102,2009-05,0.06910505221669955,0.0033466052420127804,-0.023360119135724597
103,2009-06,0.15351624910607536,-0.03800535513656347,0.05164875074360964
104,2009-07,0.1734004019946289,-0.07187425782738677,-0.14215152839555067
105,2009-08,-0.20438707952931132,0.07002904983075353,0.03675321065311904
106,2009-09,0.051154210770973374,-0.006130735968584974,0.034172702964555275
107,2009-10,0.08633728228095322,0.04101236064311249,-0.011836005609030573
108,2009-11,0.08160236519196498,0.06529182545095637,-0.043336881206861425
109,2009-12,0.029744631144107442,0.004714501975557513,0.012749047305374944
110,2010-01,-0.0798570762712709,0.06320079188023131,-0.01919840979252617
111,2010-02,0.02365061945758664,0.044303268308170524,-0.01963654842496127
112,2010-03,0.02007330382658017,0.024191150061712605,0.010905644167154251
113,2010-04,-0.07031458649307022,-0.007361009068533236,-0.020330084919838343
114,2010-05,-0.08275244846147399,0.002709322395059721,-0.023948478692171843
115,2010-06,-0.06853369035303473,-0.034211005028304806,0.005690381728499436
116,2010-07,0.11976378495487684,0.04397256318585427,0.0021789308005409624
117,2010-08,0.029779074617901954,0.058195887054558144,-0.05932507753327892
118,2010-09,0.015952234229855547,-0.04539739217335484,-0.07765142354055726
119,2010-10,0.13928058444178684,-0.06501144792219495,-0.026726155691800813
120,2010-11,-0.029469368775667235,0.01768761838193507,-0.06738760377705572
121,2010-12,-0.001258466662649413,-0.03942678070977022,-0.0021032461633285777
122,2011-01,-0.017047140566526734,-0.05332373234598789,0.028533749944690903
123,2011-02,0.05121630247106092,0.04356737192503583,-0.06008413581226549
124,2011-03,0.0018762214013187018,-0.006068751342052268,0.018154955627047664
125,2011-04,-0.009426327625194629,-0.012714511243013421,0.03341058178702387
126,2011-05,-0.06021840558811434,-0.01843008440143367,0.006988542853015117
127,2011-06,0.028412283417751844,0.002927808430784433,-0.013730701125183178
128,2011-07,-0.003997666346029971,0.038517582530973225,-0.005461093932723553
129,2011-08,-0.0425925306131468,0.016120360123504065,-0.0017956116762498295
130,2011-09,-0.08808147720499238,-0.042441390803189566,0.0060292754813939115
131,2011-10,0.04570460272657399,0.0043456277727204895,-0.0024471570775896206
132,2011-11,-0.050288234149147015,0.0029870547054678745,-0.02818090610765922
133,2011-12,-0.06385879969970365,-0.08110008685788342,0.03935126251330169
134,2012-01,0.032491472759941145,-0.0418282032056679,0.030939404752759365
135,2012-02,0.07571633525047798,0.05392967610913858,-0.04302030935376722
136,2012-03,-0.06576612487406713,-0.0037374238788680236,0.022440827702265555
137,2012-04,0.059654696493290166,0.010811838028385548,-0.0010649848787565863
138,2012-05,0.006189154467752226,0.015268448432800258,-0.01241257666621209
139,2012-06,-0.04341416831717746,-0.02651315073153148,0.03201560216909371
140,2012-07,-0.052344417413090545,-0.030184699231706816,0.036561545486510534
141,2012-08,-0.021495116484101157,0.046179083008059306,-0.021810732483033383
142,2012-09,0.025203436139727902,-0.031549664246794173,-0.016378659663033847
143,2012-10,-0.007470019512523513,0.00950781437271531,0.007700047245884153
144,2012-11,-0.056427942889596294,-0.06015388140811557,0.014271969257531637
145,2012-12,0.15933231820195465,-0.008136358616299022,-0.025752557294281303
146,2013-01,0.059553195941566585,0.008156566383946337,-0.03140102900642475
147,2013-02,0.0032427102253021096,0.03671529475671247,-0.035052209542764744
148,2013-03,-0.04527066741146044,-0.003787757893979782,-0.021525701177438558
149,2013-04,-0.018849306835615913,-0.004985358340264888,0.011155008309995086
150,2013-05,0.08881349476393488,0.056708350816014455,-0.06471870179248343
151,2013-06,-0.12635946998490502,-0.032581426644189046,-0.004950810884746193
152,2013-07,0.03684321444173829,0.003844515864893802,-0.09334780224341824
153,2013-08,0.06298260137782437,0.033476033368873025,-0.015151858063733092
154,2013-09,0.06107645672259354,-0.09902123355943565,-0.1982775402540382
155,2013-10,-0.015218052318821219,0.004277563883177085,0.024343251777463205
156,2013-11,0.05119896063811021,0.021473078564740844,-0.07737631218391064
157,2013-12,-0.03880058198345617,0.00993132085734626,0.01291021842863195
158,2014-01,-0.008308580446707,0.008609045579168029,-0.13670908279209504
159,2014-02,0.015387078391143297,0.0228036722876361,-0.03204691973923643
160,2014-03,-0.01908463086085445,0.012738548551323014,0.04630074028134565
161,2014-04,-0.0033280597018501695,-0.01793974305667497,0.00997177143102382
162,2014-05,0.014927621305617924,0.00981731549728316,-0.04078162512045589
163,2014-06,0.028223467502000655,0.005125031875454308,-0.04643198639169781
164,2014-07,0.08517780044490895,0.0034579691035976495,0.011455010254578624
165,2014-08,0.020226439011644757,0.01962975867049979,-0.05941824456675407
166,2014-09,0.08306369227415147,0.030313869192626686,-0.08602580426640696
167,2014-10,0.023392587829361235,0.0061426002615807,0.015430754263774679
168,2014-11,0.10461697403803362,-0.05876579101529672,0.010720181316617824
169,2014-12,0.19482559675630767,-0.2850320276464547,0.06875473531687093
170,2015-01,0.028384419130732853,0.052645927505905604,-0.06272901980980118
171,2015-02,0.05249731082638575,-0.010014280276686105,-0.0985686430817323
172,2015-03,0.176181283257984,0.07630546867450966,-0.07101313958356312
173,2015-04,0.2010904214305988,-0.07647940539914463,-0.09823003200495567
174,2015-05,0.14344225893789594,0.1525666430107468,-0.21345873711864216
175,2015-06,-0.06510435587899188,-0.05518770734244411,0.027001813514582022
176,2015-07,-0.12756755656476473,-0.053276911182485245,0.029058877110418213
177,2015-08,-0.1367629169539359,-0.025877923364467675,-0.0012579449428515577
178,2015-09,-0.03323688514526796,0.013761171699613717,0.0006644945366996724
179,2015-10,0.16272012582680584,0.08924015978249861,-0.09463681904524399
180,2015-11,0.06138017657087989,0.06692856149726488,-0.06699018005177564
181,2015-12,0.04174728178138664,0.022380538763678237,-0.005475474572241103
182,2016-01,-0.23771434215895748,-0.07783159506031093,0.018159857733830165
183,2016-02,-0.01972616546149002,-0.01870203743497822,-0.02940297639820636
184,2016-03,0.15644724936227708,0.06233330692183506,-0.0042635234992128845
185,2016-04,-0.02110539596478714,0.006299408603038077,0.005587455934065164
186,2016-05,0.0032035852244667934,-0.004259304965514915,0.007877613635449076
187,2016-06,0.03252621436117749,0.04969681441270296,-0.023233128005408384
188,2016-07,0.017830102014274023,-0.025251526977927496,0.041442842119186224
189,2016-08,0.04369642680615004,0.002906167679376015,-0.005617271594753177
190,2016-09,-0.019230895577085093,0.006377530877129157,0.008832778844315353
191,2016-10,0.029576357571683164,0.006097908703708528,-0.016100509132324817
192,2016-11,0.04384122604417006,-0.029614124078247452,-0.008127414555068206
193,2016-12,-0.04891147128204254,-0.010581242272188485,-0.023366900850461343
